CustomerID,Recency,Frequency,Monetary,ReturnRate,Cluster,Segment
12439.0,683,2.0,1104.48,0.04,0,Sleeping Dogs
12440.0,457,2.0,648.15,0.09090909090909091,0,Sleeping Dogs
12441.0,367,1.0,311.1,0.0,0,Sleeping Dogs
12442.0,3,1.0,144.06,0.0,0,Sleeping Dogs
12443.0,732,1.0,365.31,0.0,0,Sleeping Dogs
12444.0,21,5.0,4085.46,0.0,1,Loyal/Champions
12445.0,22,2.0,370.48,0.041666666666666664,0,Sleeping Dogs
12446.0,58,1.0,1002.31,0.0,0,Sleeping Dogs
12447.0,243,1.0,431.49,0.0,0,Sleeping Dogs
12448.0,44,1.0,365.45,0.0,0,Sleeping Dogs
12449.0,22,5.0,4274.89,0.0,1,Loyal/Champions
12450.0,156,5.0,666.95,0.075,0,Sleeping Dogs
12451.0,11,8.0,12506.53,0.005847953216374269,1,Loyal/Champions
12452.0,17,1.0,348.57,0.0,0,Sleeping Dogs
12453.0,134,1.0,707.09,0.0,0,Sleeping Dogs
12454.0,53,4.0,4098.96,0.44285714285714284,1,Loyal/Champions
12455.0,73,9.0,5722.95,0.0,1,Loyal/Champions
12456.0,44,3.0,2553.89,0.031746031746031744,1,Loyal/Champions
12457.0,58,7.0,2032.31,0.0898876404494382,1,Loyal/Champions
12458.0,71,4.0,1502.49,0.0,0,Sleeping Dogs
12459.0,605,1.0,398.36,0.0,0,Sleeping Dogs
12460.0,456,1.0,296.65,0.0,0,Sleeping Dogs
12461.0,155,1.0,626.88,0.0,0,Sleeping Dogs
12462.0,2,2.0,872.01,0.14285714285714285,1,Loyal/Champions
12463.0,46,4.0,1165.6299999999999,0.04819277108433735,1,Loyal/Champions
12464.0,10,8.0,957.05,0.0,1,Loyal/Champions
12465.0,8,2.0,673.89,0.08163265306122448,1,Loyal/Champions
12467.0,386,1.0,0.0,0.5,2,Sleeping Dogs
12468.0,143,5.0,3192.55,0.08227848101265822,1,Loyal/Champions
12469.0,523,2.0,3070.54,0.0,0,Sleeping Dogs
12470.0,690,1.0,211.95,0.0,0,Sleeping Dogs
12471.0,2,71.0,33323.52,0.1266025641025641,1,Loyal/Champions
12472.0,31,19.0,15570.69,0.13411078717201166,1,Loyal/Champions
12473.0,54,3.0,2555.77,0.041666666666666664,1,Loyal/Champions
12474.0,17,29.0,10904.45,0.07327001356852103,1,Loyal/Champions
12475.0,54,2.0,1065.64,0.0,0,Sleeping Dogs
12476.0,1,18.0,11951.62,0.08759124087591241,1,Loyal/Champions
12477.0,23,9.0,20173.64,0.013986013986013986,1,Loyal/Champions
12478.0,4,1.0,545.99,0.0,0,Sleeping Dogs
12479.0,4,1.0,423.3,0.11764705882352941,0,Sleeping Dogs
12480.0,28,7.0,4805.1,0.012605042016806723,1,Loyal/Champions
12481.0,23,14.0,11047.03,0.010471204188481676,1,Loyal/Champions
12482.0,576,27.0,21941.72,0.0,1,Loyal/Champions
12483.0,17,19.0,4031.33,0.0390625,1,Loyal/Champions
12484.0,35,9.0,5506.85,0.01882845188284519,1,Loyal/Champions
12485.0,529,1.0,708.1,0.0,0,Sleeping Dogs
12486.0,432,1.0,917.28,0.0,0,Sleeping Dogs
12487.0,731,1.0,259.8,0.3333333333333333,0,Sleeping Dogs
12488.0,10,3.0,1244.66,0.0,1,Loyal/Champions
12489.0,336,1.0,298.93,0.0,0,Sleeping Dogs
12490.0,5,20.0,8759.64,0.0022624434389140274,1,Loyal/Champions
12491.0,39,1.0,424.4,0.0,0,Sleeping Dogs
12492.0,63,3.0,607.21,0.0,0,Sleeping Dogs
12493.0,166,2.0,362.79,0.047619047619047616,0,Sleeping Dogs
12494.0,10,9.0,1491.52,0.08928571428571429,1,Loyal/Champions
12495.0,635,1.0,243.39999999999998,0.1111111111111111,0,Sleeping Dogs
12496.0,620,2.0,54.09,0.0,0,Sleeping Dogs
12497.0,82,3.0,5996.5,0.0,1,Loyal/Champions
12498.0,21,3.0,349.7,0.0,0,Sleeping Dogs
12499.0,560,1.0,357.71999999999997,0.0,0,Sleeping Dogs
12500.0,23,18.0,5494.3099999999995,0.06474820143884892,1,Loyal/Champions
12501.0,315,1.0,1945.68,0.06918238993710692,0,Sleeping Dogs
12502.0,96,5.0,2995.87,0.0,1,Loyal/Champions
12503.0,584,1.0,896.0,0.0,0,Sleeping Dogs
12504.0,18,4.0,321.0,0.2608695652173913,1,Loyal/Champions
12505.0,393,1.0,744.5,0.08888888888888889,0,Sleeping Dogs
12506.0,233,1.0,73.5,0.0,0,Sleeping Dogs
12507.0,134,4.0,1461.31,0.020833333333333332,0,Sleeping Dogs
12508.0,26,2.0,398.27,0.0,0,Sleeping Dogs
12509.0,284,1.0,158.5,0.0,0,Sleeping Dogs
12510.0,143,7.0,2989.33,0.028368794326241134,1,Loyal/Champions
12511.0,415,1.0,3065.77,0.020618556701030927,0,Sleeping Dogs
12512.0,66,2.0,138.03,0.0,0,Sleeping Dogs
12513.0,85,1.0,532.79,0.02857142857142857,0,Sleeping Dogs
12514.0,267,2.0,1597.76,0.0,0,Sleeping Dogs
12515.0,353,1.0,278.7,0.0,0,Sleeping Dogs
12516.0,78,4.0,2288.62,0.0,1,Loyal/Champions
12517.0,28,4.0,2284.89,0.007067137809187279,1,Loyal/Champions
12518.0,1,5.0,1840.89,0.0,1,Loyal/Champions
12519.0,64,2.0,605.19,0.05,0,Sleeping Dogs
12520.0,79,5.0,2294.5099999999998,0.02,1,Loyal/Champions
12521.0,143,1.0,545.68,0.0,0,Sleeping Dogs
12522.0,39,2.0,156.72,0.0,0,Sleeping Dogs
12523.0,2,23.0,3896.85,0.05533596837944664,1,Loyal/Champions
12524.0,9,17.0,9759.36,0.008849557522123894,1,Loyal/Champions
12525.0,491,3.0,745.18,0.2236842105263158,0,Sleeping Dogs
12526.0,1,3.0,1172.66,0.0,1,Loyal/Champions
12527.0,82,5.0,717.51,0.0,0,Sleeping Dogs
12528.0,9,6.0,1634.28,0.033707865168539325,1,Loyal/Champions
12529.0,523,1.0,311.78,0.08695652173913043,0,Sleeping Dogs
12530.0,60,9.0,3329.86,0.019736842105263157,1,Loyal/Champions
12531.0,15,2.0,1737.05,0.045454545454545456,1,Loyal/Champions
12532.0,30,1.0,313.83,0.0,0,Sleeping Dogs
12533.0,619,2.0,1005.99,0.20454545454545456,0,Sleeping Dogs
12534.0,131,1.0,981.18,0.0,0,Sleeping Dogs
12535.0,92,2.0,716.35,0.0,0,Sleeping Dogs
12536.0,8,1.0,4151.26,0.033582089552238806,1,Loyal/Champions
12537.0,409,1.0,612.9399999999999,0.0,0,Sleeping Dogs
12538.0,29,2.0,640.45,0.0,0,Sleeping Dogs
12539.0,22,7.0,11186.75,0.0,1,Loyal/Champions
12540.0,20,32.0,19159.29,0.004043126684636119,1,Loyal/Champions
12541.0,30,3.0,841.18,0.0,0,Sleeping Dogs
12542.0,484,2.0,423.38,0.13333333333333333,0,Sleeping Dogs
12543.0,448,1.0,840.25,0.0,0,Sleeping Dogs
12544.0,30,1.0,299.7,0.05263157894736842,0,Sleeping Dogs
12545.0,75,2.0,832.39,0.0,0,Sleeping Dogs
12546.0,47,2.0,1001.5,0.014705882352941176,0,Sleeping Dogs
12547.0,198,3.0,299.58,0.0,0,Sleeping Dogs
12548.0,166,1.0,67.19999999999999,0.0,0,Sleeping Dogs
12549.0,576,5.0,1570.6799999999998,0.0,0,Sleeping Dogs
12550.0,79,1.0,824.83,0.0,0,Sleeping Dogs
12551.0,358,1.0,168.0,0.0,0,Sleeping Dogs
12552.0,40,1.0,317.82,0.0,0,Sleeping Dogs
12553.0,8,12.0,4044.82,0.02575107296137339,1,Loyal/Champions
12554.0,449,1.0,384.5,0.0,0,Sleeping Dogs
12556.0,50,2.0,603.71,0.0,0,Sleeping Dogs
12557.0,16,8.0,18716.14,0.0,1,Loyal/Champions
12558.0,2,1.0,0.0,0.5,2,Sleeping Dogs
12559.0,311,2.0,500.21,0.047619047619047616,0,Sleeping Dogs
12560.0,5,2.0,1885.3899999999999,0.05504587155963303,1,Loyal/Champions
12561.0,303,1.0,238.85,0.0,0,Sleeping Dogs
12562.0,8,9.0,4426.92,0.0,1,Loyal/Champions
12563.0,409,1.0,221.24,0.0,0,Sleeping Dogs
12564.0,261,1.0,402.9,0.0,0,Sleeping Dogs
12565.0,282,1.0,131.17,0.1,0,Sleeping Dogs
12566.0,73,1.0,292.7,0.05263157894736842,0,Sleeping Dogs
12567.0,23,15.0,12151.82,0.029548989113530325,1,Loyal/Champions
12568.0,645,1.0,52.0,0.0,0,Sleeping Dogs
12569.0,2,32.0,3128.99,0.006329113924050633,1,Loyal/Champions
12571.0,40,2.0,519.61,0.0,0,Sleeping Dogs
12572.0,9,2.0,896.72,0.03333333333333333,1,Loyal/Champions
12573.0,227,5.0,717.41,0.0,0,Sleeping Dogs
12574.0,316,1.0,182.45,0.0,0,Sleeping Dogs
12575.0,457,2.0,568.82,0.0,0,Sleeping Dogs
12576.0,36,8.0,2003.87,0.03424657534246575,1,Loyal/Champions
12577.0,35,8.0,1587.4,0.0033112582781456954,1,Loyal/Champions
12578.0,21,4.0,3956.45,0.05084745762711865,1,Loyal/Champions
12579.0,73,1.0,374.72,0.034482758620689655,0,Sleeping Dogs
12580.0,247,2.0,962.9,0.0,0,Sleeping Dogs
12581.0,40,1.0,179.71,0.0,0,Sleeping Dogs
12582.0,239,4.0,1820.4,0.0,0,Sleeping Dogs
12583.0,3,27.0,13210.9,0.00904977375565611,1,Loyal/Champions
12584.0,4,9.0,1809.95,0.24,1,Loyal/Champions
12585.0,234,2.0,1766.81,0.10526315789473684,0,Sleeping Dogs
12586.0,17,4.0,2028.67,0.020833333333333332,1,Loyal/Champions
12587.0,8,1.0,104.0,0.0,0,Sleeping Dogs
12588.0,39,3.0,698.98,0.045454545454545456,0,Sleeping Dogs
12589.0,29,6.0,2752.17,0.1477832512315271,1,Loyal/Champions
12590.0,190,1.0,9330.48,0.056338028169014086,0,Sleeping Dogs
12591.0,317,3.0,1128.1499999999999,0.0,0,Sleeping Dogs
12592.0,92,4.0,1723.64,0.0,0,Sleeping Dogs
12593.0,109,3.0,382.1,0.0,0,Sleeping Dogs
12594.0,38,14.0,4862.51,0.010256410256410256,1,Loyal/Champions
12595.0,505,1.0,281.02,0.0,0,Sleeping Dogs
12596.0,51,2.0,450.27,0.0,0,Sleeping Dogs
12597.0,19,4.0,3067.13,0.0380952380952381,1,Loyal/Champions
12598.0,10,10.0,4072.67,0.024509803921568627,1,Loyal/Champions
12599.0,29,13.0,2026.72,0.0,1,Loyal/Champions
12600.0,29,20.0,4402.1,0.043478260869565216,1,Loyal/Champions
12601.0,190,6.0,565.76,0.034482758620689655,0,Sleeping Dogs
12602.0,59,1.0,153.12,0.0,0,Sleeping Dogs
12603.0,22,1.0,613.2,0.0,0,Sleeping Dogs
12604.0,79,2.0,236.18,0.0,0,Sleeping Dogs
12605.0,365,3.0,1109.95,0.07692307692307693,0,Sleeping Dogs
12607.0,58,1.0,0.0,0.5,2,Sleeping Dogs
12608.0,405,1.0,415.79,0.0,0,Sleeping Dogs
12609.0,78,9.0,3021.86,0.0,1,Loyal/Champions
12610.0,23,4.0,1705.99,0.04672897196261682,1,Loyal/Champions
12611.0,52,1.0,1193.32,0.0,0,Sleeping Dogs
12612.0,58,1.0,607.59,0.1,0,Sleeping Dogs
12613.0,31,9.0,6051.5199999999995,0.05917159763313609,1,Loyal/Champions
12614.0,278,1.0,315.6,0.0,0,Sleeping Dogs
12615.0,2,8.0,5186.88,0.029411764705882353,1,Loyal/Champions
12616.0,85,3.0,937.35,0.08928571428571429,0,Sleeping Dogs
12617.0,29,1.0,355.53000000000003,0.0,0,Sleeping Dogs
12618.0,22,1.0,137.31,0.0,0,Sleeping Dogs
12619.0,16,9.0,3048.95,0.041666666666666664,1,Loyal/Champions
12620.0,15,3.0,1303.41,0.0,1,Loyal/Champions
12621.0,2,35.0,22329.31,0.021248339973439574,1,Loyal/Champions
12622.0,232,1.0,162.1,0.0,0,Sleeping Dogs
12623.0,276,7.0,3315.84,0.0,1,Loyal/Champions
12624.0,106,2.0,569.13,0.0,0,Sleeping Dogs
12625.0,212,4.0,4627.38,0.02185792349726776,0,Sleeping Dogs
12626.0,23,9.0,5722.35,0.0436241610738255,1,Loyal/Champions
12627.0,11,6.0,4082.53,0.0,1,Loyal/Champions
12628.0,4,3.0,715.61,0.05,1,Loyal/Champions
12629.0,386,2.0,1198.22,0.0,0,Sleeping Dogs
12630.0,10,2.0,1030.8799999999999,0.0,1,Loyal/Champions
12631.0,57,6.0,3292.27,0.016216216216216217,1,Loyal/Champions
12632.0,521,2.0,684.88,0.05714285714285714,0,Sleeping Dogs
12633.0,59,7.0,5073.21,0.02287581699346405,1,Loyal/Champions
12634.0,548,1.0,360.0,0.0,0,Sleeping Dogs
12635.0,90,4.0,2624.41,0.0,1,Loyal/Champions
12637.0,67,12.0,8127.66,0.004724409448818898,1,Loyal/Champions
12638.0,33,2.0,681.49,0.0,0,Sleeping Dogs
12639.0,239,3.0,1072.37,0.0,0,Sleeping Dogs
12640.0,24,3.0,994.58,0.0,1,Loyal/Champions
12641.0,115,1.0,145.9,0.0,0,Sleeping Dogs
12642.0,25,3.0,905.26,0.0,1,Loyal/Champions
12643.0,128,11.0,7379.9,0.0851063829787234,1,Loyal/Champions
12644.0,130,4.0,1797.54,0.09836065573770492,0,Sleeping Dogs
12645.0,34,8.0,3175.1,0.01935483870967742,1,Loyal/Champions
12646.0,5,2.0,1346.97,0.0,1,Loyal/Champions
12647.0,22,35.0,14726.539999999999,0.02973977695167286,1,Loyal/Champions
12648.0,155,4.0,1024.0,0.016129032258064516,0,Sleeping Dogs
12649.0,107,8.0,2040.7,0.05084745762711865,1,Loyal/Champions
12650.0,3,1.0,242.44,0.0,0,Sleeping Dogs
12651.0,335,4.0,365.3,0.0625,0,Sleeping Dogs
12652.0,322,2.0,885.58,0.05660377358490566,0,Sleeping Dogs
12653.0,149,3.0,4160.83,0.0,0,Sleeping Dogs
12654.0,11,5.0,529.98,0.0,1,Loyal/Champions
12655.0,424,1.0,243.35,0.0,0,Sleeping Dogs
12656.0,17,8.0,5636.78,0.024489795918367346,1,Loyal/Champions
12657.0,11,4.0,1008.06,0.15384615384615385,1,Loyal/Champions
12658.0,19,1.0,632.05,0.0,0,Sleeping Dogs
12659.0,30,1.0,73.67999999999999,0.0,0,Sleeping Dogs
12660.0,11,1.0,227.1,0.0,0,Sleeping Dogs
12661.0,436,1.0,162.0,0.0,0,Sleeping Dogs
12662.0,1,20.0,6335.17,0.01278772378516624,1,Loyal/Champions
12663.0,625,2.0,150.0,0.1111111111111111,0,Sleeping Dogs
12664.0,8,11.0,5420.04,0.0,1,Loyal/Champions
12665.0,325,3.0,247.45,0.2222222222222222,0,Sleeping Dogs
12666.0,359,1.0,1020.98,0.06060606060606061,0,Sleeping Dogs
12667.0,58,1.0,460.13,0.0,0,Sleeping Dogs
12668.0,7,9.0,9903.71,0.01303538175046555,1,Loyal/Champions
12669.0,151,2.0,1427.73,0.0,0,Sleeping Dogs
12670.0,10,7.0,3426.39,0.01818181818181818,1,Loyal/Champions
12671.0,606,1.0,2622.48,0.0,0,Sleeping Dogs
12672.0,330,2.0,380.5,0.125,0,Sleeping Dogs
12673.0,5,3.0,1140.02,0.0,1,Loyal/Champions
12674.0,12,4.0,1793.31,0.09195402298850575,1,Loyal/Champions
12675.0,554,2.0,850.8,0.017543859649122806,0,Sleeping Dogs
12676.0,25,10.0,2333.09,0.0,1,Loyal/Champions
12677.0,555,2.0,353.3,0.09523809523809523,0,Sleeping Dogs
12678.0,42,15.0,32165.13,0.013550135501355014,1,Loyal/Champions
12679.0,52,4.0,896.67,0.15384615384615385,1,Loyal/Champions
12680.0,1,4.0,790.81,0.0,1,Loyal/Champions
12681.0,15,44.0,27640.76,0.01867219917012448,1,Loyal/Champions
12682.0,4,51.0,21605.81,0.0030241935483870967,1,Loyal/Champions
12683.0,4,20.0,11122.6,0.037037037037037035,1,Loyal/Champions
12684.0,8,6.0,2073.63,0.0,1,Loyal/Champions
12685.0,28,6.0,2575.08,0.0,1,Loyal/Champions
12686.0,372,1.0,142.28,0.0,0,Sleeping Dogs
12687.0,481,1.0,1858.9099999999999,0.0,0,Sleeping Dogs
12688.0,114,1.0,4873.81,0.0,0,Sleeping Dogs
12689.0,26,2.0,1139.61,0.0,0,Sleeping Dogs
12690.0,206,1.0,335.01,0.0,0,Sleeping Dogs
12691.0,28,6.0,1044.4,0.0,1,Loyal/Champions
12692.0,637,1.0,110.95,0.0,0,Sleeping Dogs
12693.0,121,7.0,1352.42,0.05263157894736842,1,Loyal/Champions
12694.0,70,3.0,1659.45,0.012345679012345678,0,Sleeping Dogs
12695.0,7,7.0,1371.1200000000001,0.0,1,Loyal/Champions
12696.0,435,2.0,731.91,0.0,0,Sleeping Dogs
12697.0,21,3.0,739.02,0.05,1,Loyal/Champions
12698.0,590,1.0,285.75,0.0,0,Sleeping Dogs
12699.0,418,1.0,566.11,0.0,0,Sleeping Dogs
12700.0,8,4.0,4525.99,0.0,1,Loyal/Champions
12701.0,80,6.0,2248.41,0.0,1,Loyal/Champions
12702.0,20,1.0,201.0,0.0,0,Sleeping Dogs
12703.0,64,4.0,802.18,0.11392405063291139,0,Sleeping Dogs
12704.0,7,8.0,1740.84,0.0,1,Loyal/Champions
12705.0,15,13.0,10906.0,0.04376012965964344,1,Loyal/Champions
12707.0,292,1.0,603.42,0.0,0,Sleeping Dogs
12708.0,30,18.0,4560.16,0.07911392405063292,1,Loyal/Champions
12709.0,3,32.0,29383.68,0.15104166666666666,1,Loyal/Champions
12710.0,97,3.0,1004.5699999999999,0.02631578947368421,0,Sleeping Dogs
12711.0,612,2.0,1213.05,0.0,0,Sleeping Dogs
12712.0,23,21.0,6205.66,0.06296296296296296,1,Loyal/Champions
12713.0,1,1.0,794.55,0.0,1,Loyal/Champions
12714.0,9,12.0,12815.71,0.0,1,Loyal/Champions
12715.0,106,1.0,273.86,0.0,0,Sleeping Dogs
12716.0,4,2.0,963.49,0.0,1,Loyal/Champions
12717.0,151,3.0,1058.91,0.0,0,Sleeping Dogs
12718.0,71,1.0,202.25,0.0,0,Sleeping Dogs
12719.0,5,2.0,536.1,0.075,1,Loyal/Champions
12720.0,3,29.0,7111.88,0.044573643410852716,1,Loyal/Champions
12721.0,32,8.0,3528.68,0.06097560975609756,1,Loyal/Champions
12722.0,85,4.0,886.3299999999999,0.07142857142857142,0,Sleeping Dogs
12723.0,4,5.0,707.07,0.0,1,Loyal/Champions
12724.0,5,7.0,2083.52,0.0,1,Loyal/Champions
12725.0,371,3.0,2278.56,0.0,0,Sleeping Dogs
12726.0,28,11.0,3690.6,0.0,1,Loyal/Champions
12727.0,11,10.0,4890.53,0.005154639175257732,1,Loyal/Champions
12728.0,71,5.0,926.17,0.0,0,Sleeping Dogs
12729.0,114,1.0,417.01,0.0,0,Sleeping Dogs
12730.0,522,1.0,703.25,0.0,0,Sleeping Dogs
12731.0,24,17.0,25540.21,0.005076142131979695,1,Loyal/Champions
12732.0,180,1.0,218.26,0.0,0,Sleeping Dogs
12733.0,234,4.0,2325.97,0.031055900621118012,0,Sleeping Dogs
12734.0,353,3.0,603.65,0.0,0,Sleeping Dogs
12735.0,315,2.0,689.5699999999999,0.0,0,Sleeping Dogs
12736.0,333,1.0,144.0,0.0,0,Sleeping Dogs
12738.0,372,1.0,274.7,0.0,0,Sleeping Dogs
12739.0,99,2.0,2421.23,0.0,0,Sleeping Dogs
12740.0,64,1.0,427.6,0.0,0,Sleeping Dogs
12741.0,533,1.0,236.07,0.0,0,Sleeping Dogs
12742.0,600,1.0,1185.02,0.014705882352941176,0,Sleeping Dogs
12743.0,134,2.0,546.43,0.0,0,Sleeping Dogs
12744.0,56,8.0,13158.16,0.0,1,Loyal/Champions
12745.0,487,2.0,723.85,0.0,0,Sleeping Dogs
12746.0,528,1.0,230.85,0.15,0,Sleeping Dogs
12747.0,2,26.0,9164.59,0.03018867924528302,1,Loyal/Champions
12748.0,1,322.0,49668.75,0.009635237439779766,1,Loyal/Champions
12749.0,4,9.0,6278.49,0.15113350125944586,1,Loyal/Champions
12750.0,129,1.0,275.88,0.0,0,Sleeping Dogs
12751.0,445,1.0,268.27,0.0,0,Sleeping Dogs
12752.0,81,1.0,4366.78,0.0,0,Sleeping Dogs
12753.0,4,6.0,21024.01,0.14347826086956522,1,Loyal/Champions
12754.0,236,3.0,3010.7400000000002,0.0,0,Sleeping Dogs
12755.0,250,11.0,6423.9,0.4482758620689655,1,Loyal/Champions
12756.0,87,1.0,112.08,0.0,0,Sleeping Dogs
12757.0,16,9.0,4184.2,0.00273224043715847,1,Loyal/Champions
12758.0,117,7.0,9779.0,0.012618296529968454,1,Loyal/Champions
12759.0,52,8.0,4618.74,0.0,1,Loyal/Champions
12760.0,456,1.0,317.8,0.0,0,Sleeping Dogs
12761.0,465,1.0,712.95,0.0,0,Sleeping Dogs
12762.0,8,2.0,1702.52,0.0,1,Loyal/Champions
12763.0,138,2.0,814.16,0.0,0,Sleeping Dogs
12764.0,317,1.0,1693.88,0.0,0,Sleeping Dogs
12765.0,472,6.0,1299.58,0.0,0,Sleeping Dogs
12766.0,4,9.0,9074.43,0.008849557522123894,1,Loyal/Champions
12767.0,376,1.0,949.8199999999999,0.0,0,Sleeping Dogs
12768.0,432,1.0,0.0,0.5,2,Sleeping Dogs
12769.0,239,1.0,1143.6,0.0,0,Sleeping Dogs
12770.0,211,2.0,2981.45,0.2222222222222222,0,Sleeping Dogs
12771.0,465,1.0,206.5,0.06666666666666667,0,Sleeping Dogs
12772.0,60,1.0,752.47,0.0,0,Sleeping Dogs
