CustomerID,Recency,Frequency,Monetary,ReturnRate,Cluster,Segment,NetRevenueAll,RevenueSharePct,AvgPerCustomer,RiskHighlight,PriorityTier,FullScale
12388.0,16,8.0,3901.11,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12389.0,403,3.0,1433.33,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12390.0,80,1.0,504.84,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12391.0,22,6.0,2747.82,0.0209059233449477,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12392.0,591,1.0,234.75,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 3,100
12393.0,72,6.0,2376.75,0.0446428571428571,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12394.0,64,2.0,1080.48,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12395.0,16,15.0,4530.92,0.0124481327800829,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12396.0,674,1.0,931.43,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12397.0,36,2.0,2214.9,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12398.0,46,1.0,1435.66,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12399.0,119,7.0,1842.3,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 3,100
12400.0,414,1.0,205.25,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 3,100
12401.0,303,1.0,69.3,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 3,100
12402.0,323,6.0,1124.15,0.0153846153846153,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12403.0,50,2.0,947.36,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12405.0,149,1.0,1390.39,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12406.0,22,5.0,6072.21,0.0235294117647058,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12407.0,50,5.0,1507.12,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 3,100
12408.0,33,8.0,3859.64,0.0617283950617283,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12409.0,79,7.0,23090.47,0.0294117647058823,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12410.0,301,3.0,761.46,0.05,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12411.0,410,1.0,346.9,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12412.0,75,6.0,2389.03,0.032,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12413.0,67,4.0,861.5,0.0204081632653061,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12414.0,217,4.0,442.41,0.2413793103448276,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Risiko Tinggi,Tier 2,100
12415.0,24,24.0,143107.02,0.0619289340101522,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12416.0,657,1.0,202.56,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 3,100
12417.0,3,20.0,5909.21,0.0276243093922651,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12418.0,113,4.0,2016.95,0.0097087378640776,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12419.0,386,2.0,391.01,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12420.0,64,1.0,600.39,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12421.0,16,6.0,869.6,0.0166666666666666,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 3,100
12422.0,96,12.0,3639.35,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12423.0,1,10.0,2291.19,0.0064102564102564,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12424.0,163,4.0,3289.78,0.0515463917525773,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12425.0,78,2.0,1680.81,0.0421052631578947,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12426.0,195,2.0,1167.41,0.0625,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12427.0,12,3.0,831.87,0.0975609756097561,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 3,100
12428.0,26,8.0,6366.0,0.0171232876712328,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12429.0,9,8.0,6929.51,0.0058823529411764,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12430.0,43,1.0,216.4,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 3,100
12431.0,36,25.0,10389.41,0.017156862745098,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12432.0,43,4.0,4359.32,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12433.0,1,10.0,20581.26,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12434.0,85,3.0,1062.48,0.054054054054054,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12435.0,80,6.0,13925.93,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12436.0,100,1.0,429.01,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12437.0,2,38.0,11011.85,0.0329067641681901,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12438.0,14,2.0,2466.85,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12439.0,683,2.0,1104.48,0.04,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12440.0,457,2.0,648.15,0.0909090909090909,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12441.0,367,1.0,311.1,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12442.0,3,1.0,144.06,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 3,100
12443.0,732,1.0,365.31,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12444.0,21,5.0,4085.46,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12445.0,22,2.0,370.48,0.0416666666666666,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12446.0,58,1.0,1002.31,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12447.0,243,1.0,431.49,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12448.0,44,1.0,365.45,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12449.0,22,5.0,4274.89,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12450.0,156,5.0,666.95,0.075,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12451.0,11,8.0,12506.53,0.0058479532163742,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12452.0,17,1.0,348.57,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12453.0,134,1.0,707.09,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12454.0,53,4.0,4098.96,0.4428571428571428,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Risiko Tinggi,Tier 2,100
12455.0,73,9.0,5722.95,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12456.0,44,3.0,2553.89,0.0317460317460317,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12457.0,58,7.0,2032.31,0.0898876404494382,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12458.0,71,4.0,1502.49,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12459.0,605,1.0,398.36,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12460.0,456,1.0,296.65,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12461.0,155,1.0,626.88,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12462.0,2,2.0,872.01,0.1428571428571428,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 3,100
12463.0,46,4.0,1165.63,0.0481927710843373,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 3,100
12464.0,10,8.0,957.05,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 3,100
12465.0,8,2.0,673.89,0.0816326530612244,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 3,100
12467.0,386,1.0,0.0,0.5,2,Sleeping Dogs,16714978.649999999,13.2,618.24,Risiko Tinggi,Tier 3,100
12468.0,143,5.0,3192.55,0.0822784810126582,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12469.0,523,2.0,3070.54,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12470.0,690,1.0,211.95,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 3,100
12471.0,2,71.0,33323.52,0.1266025641025641,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12472.0,31,19.0,15570.69,0.1341107871720116,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12473.0,54,3.0,2555.77,0.0416666666666666,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12474.0,17,29.0,10904.45,0.073270013568521,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12475.0,54,2.0,1065.64,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12476.0,1,18.0,11951.62,0.0875912408759124,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12477.0,23,9.0,20173.64,0.0139860139860139,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12478.0,4,1.0,545.99,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12479.0,4,1.0,423.3,0.1176470588235294,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12480.0,28,7.0,4805.1,0.0126050420168067,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12481.0,23,14.0,11047.03,0.0104712041884816,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12482.0,576,27.0,21941.72,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12483.0,17,19.0,4031.33,0.0390625,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12484.0,35,9.0,5506.85,0.0188284518828451,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12485.0,529,1.0,708.1,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12486.0,432,1.0,917.28,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12487.0,731,1.0,259.8,0.3333333333333333,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Risiko Tinggi,Tier 3,100
12488.0,10,3.0,1244.66,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 3,100
12489.0,336,1.0,298.93,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12490.0,5,20.0,8759.64,0.002262443438914,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12491.0,39,1.0,424.4,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12492.0,63,3.0,607.21,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12493.0,166,2.0,362.79,0.0476190476190476,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12494.0,10,9.0,1491.52,0.0892857142857142,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 3,100
12495.0,635,1.0,243.4,0.1111111111111111,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 3,100
12496.0,620,2.0,54.09,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 3,100
12497.0,82,3.0,5996.5,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12498.0,21,3.0,349.7,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12499.0,560,1.0,357.72,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12500.0,23,18.0,5494.31,0.0647482014388489,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12501.0,315,1.0,1945.68,0.0691823899371069,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12502.0,96,5.0,2995.87,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12503.0,584,1.0,896.0,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12504.0,18,4.0,321.0,0.2608695652173913,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Risiko Tinggi,Tier 3,100
12505.0,393,1.0,744.5,0.0888888888888888,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12506.0,233,1.0,73.5,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 3,100
12507.0,134,4.0,1461.31,0.0208333333333333,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12508.0,26,2.0,398.27,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12509.0,284,1.0,158.5,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 3,100
12510.0,143,7.0,2989.33,0.0283687943262411,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12511.0,415,1.0,3065.77,0.0206185567010309,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12512.0,66,2.0,138.03,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 3,100
12513.0,85,1.0,532.79,0.0285714285714285,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12514.0,267,2.0,1597.76,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12515.0,353,1.0,278.7,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12516.0,78,4.0,2288.62,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12517.0,28,4.0,2284.89,0.0070671378091872,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12518.0,1,5.0,1840.89,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 3,100
12519.0,64,2.0,605.19,0.05,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12520.0,79,5.0,2294.51,0.02,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12521.0,143,1.0,545.68,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12522.0,39,2.0,156.72,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 3,100
12523.0,2,23.0,3896.85,0.0553359683794466,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12524.0,9,17.0,9759.36,0.0088495575221238,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12525.0,491,3.0,745.18,0.2236842105263158,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Risiko Tinggi,Tier 1 (Prioritas Utama),100
12526.0,1,3.0,1172.66,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 3,100
12527.0,82,5.0,717.51,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12528.0,9,6.0,1634.28,0.0337078651685393,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 3,100
12529.0,523,1.0,311.78,0.0869565217391304,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12530.0,60,9.0,3329.86,0.0197368421052631,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12531.0,15,2.0,1737.05,0.0454545454545454,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 3,100
12532.0,30,1.0,313.83,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12533.0,619,2.0,1005.99,0.2045454545454545,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Risiko Tinggi,Tier 1 (Prioritas Utama),100
12534.0,131,1.0,981.18,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12535.0,92,2.0,716.35,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12536.0,8,1.0,4151.26,0.0335820895522388,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12537.0,409,1.0,612.9399999999999,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12538.0,29,2.0,640.45,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12539.0,22,7.0,11186.75,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12540.0,20,32.0,19159.29,0.0040431266846361,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12541.0,30,3.0,841.18,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12542.0,484,2.0,423.38,0.1333333333333333,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12543.0,448,1.0,840.25,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12544.0,30,1.0,299.7,0.0526315789473684,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12545.0,75,2.0,832.39,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12546.0,47,2.0,1001.5,0.0147058823529411,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12547.0,198,3.0,299.58,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12548.0,166,1.0,67.19999999999999,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 3,100
12549.0,576,5.0,1570.6799999999998,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12550.0,79,1.0,824.83,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 1 (Prioritas Utama),100
12551.0,358,1.0,168.0,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 3,100
12552.0,40,1.0,317.82,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12553.0,8,12.0,4044.82,0.0257510729613733,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 2,100
12554.0,449,1.0,384.5,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12556.0,50,2.0,603.71,0.0,0,Sleeping Dogs,16714978.649999999,13.2,618.24,Normal,Tier 2,100
12557.0,16,8.0,18716.14,0.0,1,Loyal/Champions,16714978.649999999,86.8,6293.27,Normal,Tier 1 (Prioritas Utama),100
12558.0,2,1.0,0.0,0.5,2,Sleeping Dogs,16714978.649999999,13.2,618.24,Risiko Tinggi,Tier 3,100
